,Model0,Model1,Model2,Model3,Model4,Model5,Model6,Model7,Model8,Model9
267,203.5705556,-2.60E+25,37.6214102,-27.93808445,-124.0812358,59.77413206,1.93E+48,9.554456762,-43.22221419,-64.28183505
268,75.00495968,-8.10E+24,-85.96982067,-168.2420578,-126.6934748,-14.90272478,-1.62E+53,38.72264711,-17.63057915,-28.15211694
269,9.774920726,2.47E+26,-20.24573276,-190.6381035,13.98375672,-206.6077078,7.03E+49,-7.753085541,58.86368003,114.1381843
270,-152.2456924,-7.98E+24,22.75237122,-75.47858696,77.20466375,-93.12300351,-1.01E+47,-0.071225701,0.1634903,105.6214113
271,76.23852957,-6.82E+26,-80.16093176,19.3975058,-96.74344479,145.2299212,-3.01E+50,8.064239306,-55.09578669,-70.77237489
272,420.303187,-6.12E+25,-28.83890805,-47.25502354,82.25856276,-30.42274896,-7.26E+45,37.7347191,-69.80406281,-39.47891467
273,36.28662134,-8.59E+25,30.48136731,54.30523403,8.991417778,1.010773253,-1.17E+49,31.67063405,17.91583779,-63.08370444
274,-17.35104053,-1.45E+23,11.57481383,500.5043886,-53.97132624,103.4274839,-7.64E+46,-14.709358,11.33004336,-70.48011908
275,116.8319684,-4.44E+23,-37.21109899,-202.1453785,48.97842698,-4.684356006,-1.87E+50,-1.34710085,-29.68287611,-43.59672413
276,102.7308553,-1.89E+26,107.4507712,-71.57191721,6.802090983,-11.85999478,2.84E+47,11.17010118,10.98714228,-209.2742692
277,230.3829952,1.16E+25,-77.77800897,-57.42776845,-69.36858653,31.74921346,-5.78E+51,-24.54322976,-114.41427,43.74978692
278,89.58470583,4.67E+25,61.4632049,-3.162594425,-32.94946233,123.6572442,3.12E+48,-15.47289093,-13.55499533,-70.58618475
279,93.56517675,1.37E+26,50.98648243,115.3123909,-119.9330784,-170.2491156,3.05E+51,27.20128683,14.46731531,-8.038434596
280,-26.37954148,2.22E+23,8.416777254,-39.29861088,169.4831132,-52.25442564,2.36E+52,-34.13996231,-24.74426646,38.59084503
281,176.8914402,3.50E+24,-4.355750195,-133.9896996,107.2830639,106.5226614,-2.34E+49,4.697797462,23.74436338,0.993364489
282,193.8197058,2.41E+23,-49.91146013,-31.67885344,-47.94039272,-53.72116373,-1.86E+48,35.87557334,37.55176401,-66.56536281
283,139.8008536,-7.24E+25,-65.44680136,-92.15687493,65.92555872,70.37454311,-2.59E+49,3.456153093,67.92788486,59.89391972
284,-402.0112158,-1.67E+23,64.11993839,-103.2477832,-65.41967604,-33.63568569,3.04E+52,-52.95425291,-99.31920219,-23.53982448
285,-5.490896629,-7.82E+24,-80.56829224,-176.0625097,137.8172978,134.9211238,-3.73E+49,-28.02161916,-51.32858596,12.94776613
286,152.8264804,-1.91E+22,-8.968203698,-186.9919178,-69.54836488,-104.6386152,-2.16E+49,-62.62027936,-27.22722564,-7.430889556
287,-238.5536739,-5.58E+24,-40.89675871,46.6880443,45.3062197,54.87262047,1.85E+48,-17.44612157,35.64800235,-21.70461093
288,118.816703,-6.28E+22,-7.029774379,-264.5987622,112.5633516,-82.48584361,-6.26E+52,21.15600819,40.73403018,-85.39677338
289,-68.09137636,4.37E+23,-18.95652983,-112.2014942,-97.43960568,-307.8071676,3.10E+48,-10.63005223,44.71509108,91.05876144
290,-108.5341444,-6.49E+26,-1.941298622,-193.7967596,89.18463623,-282.1331824,1.23E+47,48.56781371,-15.25607829,23.46021384
291,-6.15990533,-3.66E+23,-54.8996338,-271.3783417,14.53851169,13.01625514,2.99E+47,29.52419406,-8.794735059,-119.814995
292,129.001248,1.10E+25,32.79698664,78.8399837,31.28034178,-135.6454779,-5.72E+46,18.94722689,-36.96017236,-50.46270859
293,-227.1941708,-4.58E+25,16.31690658,124.7521384,-87.5746192,-76.30276462,-5.33E+50,-28.79843391,-65.22866959,-96.27623426
294,46.39351046,-3.72E+27,11.57232872,-129.4937792,-101.7258206,58.33513642,-8.11E+51,0.304514098,-57.91715155,-25.67351728
295,-242.6816318,-6.30E+27,57.04255793,-79.71453015,-94.27321576,45.27634427,7.77E+50,-38.00438205,-42.31143362,-84.93503423
296,-480.1055313,3.42E+25,16.14107591,-93.42505499,-42.0507751,38.12324393,1.81E+47,7.683561303,21.56175114,73.89628288
297,23.9337206,1.03E+24,-5.818312273,-189.106199,-23.41746391,-24.04282951,-5.60E+46,2.469844599,-73.05979839,-67.14389765
298,-191.7412563,1.92E+25,-81.08801312,181.6745647,-77.60464367,128.8088174,-7.87E+44,-37.3062488,-2.98693498,-50.88188209
299,61.096462,-9.92E+24,133.3453195,-94.86973231,63.39541455,-25.08624037,-1.11E+51,-21.99965703,42.90133238,35.95149709
300,-101.1550494,1.27E+24,56.82572306,-150.6813088,-102.8412843,81.11931381,-3.18E+50,-25.4440395,-15.5044891,-50.34840125
301,-68.55376403,-7.46E+26,-27.1322147,383.0124779,8.25089975,-29.25809599,-1.04E+46,55.86446881,21.55986346,-9.178725983
302,-29.078433,-3.29E+27,0.185080179,-61.78583362,-5.680023468,100.65678,2.35E+48,28.03050535,-43.77366614,6.23217767
303,-239.3748513,-2.09E+26,73.51202426,-60.2184584,119.344319,8.00976753,5.41E+51,-68.83782229,-49.9661738,-94.59355079
304,158.8875066,4.80E+24,-94.02820782,29.15996181,-18.08157826,78.75516485,-1.86E+46,-18.16239122,-43.39418474,39.93646003
305,42.74459492,2.25E+25,61.36905077,-899.9836891,73.71448966,-0.378645004,3.01E+52,27.3391918,24.19308006,-130.4784597
306,52.12909238,1.68E+24,-46.56635513,10.64898857,121.0336177,144.0679194,2.81E+49,25.89414054,-29.93529829,42.29914646
307,3.677666881,-4.02E+27,48.56759265,89.49409092,-8.905954096,-112.8678933,-1.32E+49,15.64202569,-18.94148108,-22.35553106
308,90.6448885,-6.95E+24,-34.04973348,-129.6083883,-107.2282698,78.90178476,-9.66E+49,-5.727200662,15.12399125,-96.26591691
309,49.69420376,1.01E+25,-86.06808409,145.7334495,-80.7288512,-40.59462991,-4.24E+48,-0.32459384,84.24063459,81.67879817
310,80.75912888,4.56E+26,61.91786837,-147.7117318,-42.90740227,-184.0175271,-6.28E+49,-1.564241738,-52.49527686,-57.69535169
311,-97.96504498,-1.59E+24,-200.4501708,-611.9584394,-33.98398735,55.83716412,-2.37E+50,-19.38635147,35.01607321,-36.34294928
312,20.21259076,-3.90E+23,34.82079373,242.601013,20.67187993,-125.8610092,-6.49E+50,24.36592526,-51.35321118,-17.87786533
313,212.2835406,3.17E+21,-23.02639038,-205.8711517,4.949788338,-108.1845368,-3.41E+48,34.3443189,-73.43752845,-13.13503503
314,221.3893382,3.59E+24,11.52849942,-53.21149332,104.5949347,101.3248038,4.18E+51,-38.37588767,-181.1424266,-56.92611371
315,169.1153859,-2.73E+28,93.52042929,160.0736287,-81.84209016,92.90152656,6.72E+48,-29.62558618,37.86312376,-9.084880515
316,29.62320014,3.80E+25,47.04911934,149.0489729,-86.44426466,-620.248257,-1.42E+48,0.132003413,-44.83837359,-92.15429916
317,-53.62281634,-3.44E+24,-71.28655457,-156.4126692,34.85774025,70.72601604,1.12E+48,-20.55273078,-2.42160348,-90.97835185
318,-139.1580495,2.20E+26,-76.04088237,193.0703295,41.26014361,-21.62412876,7.38E+47,-78.57851004,-39.06352152,22.04267729
319,166.4016169,-3.52E+25,10.07079754,218.8532546,-96.62122925,42.8476327,-1.09E+51,14.36413544,67.59283807,19.3006633
320,-69.11344893,-3.85E+25,-120.2598738,-149.9637661,40.11106598,-29.60508058,-7.36E+50,17.52021166,17.70920832,-27.29436713
321,-209.2829025,5.40E+22,44.03781964,-26.24703636,60.41168494,-190.422551,4.09E+51,-12.66970464,58.76501023,-14.77194765
322,269.5377887,-7.12E+28,72.84656618,-104.43262,55.49605076,109.0986844,-3.63E+50,15.37841648,-14.23421053,-19.44660356
323,-221.1599588,2.17E+25,-5.571631028,-377.8776805,-3.627426292,-59.22167513,1.55E+50,4.469815163,32.14817711,-40.78998515
324,-175.7332849,-4.51E+24,11.27661619,-47.70447716,-55.86183929,142.7515097,1.73E+50,-12.53888296,119.2281029,76.62037726
325,35.81009321,-4.42E+25,-61.59815747,-246.4117214,-19.36786824,140.2497356,-2.85E+53,-33.62034449,57.57540795,-65.39983946
326,-241.0584281,-1.06E+27,-69.98901483,224.7304468,-154.0338148,42.00569764,-2.27E+52,-20.85826902,2.696067263,-65.02823762
327,36.41969276,-4.18E+27,8.946684766,189.9918892,-2.681418936,264.9798055,-1.03E+49,37.30845908,48.70101918,-71.7939305
328,36.54160718,-2.81E+25,88.16451396,-89.86623229,3.364133663,-36.73551823,-3.00E+48,2.127455185,92.24597845,-34.54388487
329,189.0434413,-4.59E+23,-76.37008988,127.788107,57.50372222,-50.86324728,-1.68E+50,-29.1115625,-27.92533115,5.09369598
330,117.6474231,-6.38E+22,10.96286686,-105.0785417,-74.712552,-206.3921767,-4.23E+46,-14.16982672,18.97263925,-42.04264438
331,341.2037643,-5.46E+24,-27.99297641,-92.72574315,-174.0428164,-206.6525134,-5.98E+49,22.44209037,-101.4437811,17.67211
332,174.5779447,3.37E+25,0.985107125,-149.1136911,53.43826554,-3.564452504,4.43E+47,1.829792406,85.74295688,-20.83478671
333,-179.1993573,-3.39E+24,20.94885281,-6.497281096,-116.7111242,101.0226621,-1.87E+50,-16.4652945,-21.32739191,-26.35899533
334,471.3827425,4.93E+25,18.19223914,-116.2457116,-21.46470028,-72.71881751,-4.52E+50,23.85790103,-21.61272742,-83.22322239
335,-133.4510692,2.37E+26,-14.46262546,17.35982454,-84.94477322,-54.90530297,-7.95E+49,-5.43252387,11.93437952,23.63699506
336,-17.83549167,5.50E+23,-22.90167471,-289.8839681,19.79170866,159.489731,-8.12E+46,-2.866882449,55.54630312,172.2381015
337,-108.819882,-6.36E+25,38.07531027,-26.98617123,-38.57534586,-193.1094988,2.36E+50,-6.616203627,-96.23736037,-81.51439605
338,-7.88788097,-2.88E+26,-67.28868584,-108.1129632,90.99217817,-202.6789657,-3.16E+49,-5.262235954,-10.27317205,-67.72604451
339,295.0895315,-5.62E+24,23.69093108,-586.4312925,124.4422694,-11.98132274,6.41E+50,4.817925722,-5.365292578,35.05430358
340,-131.0197368,-1.17E+28,-87.40821149,547.4441272,45.4326235,92.88777402,1.59E+52,-9.996980826,-69.63689674,45.26144162
341,-19.92929643,-4.66E+25,-13.50842082,-42.75743453,-21.41897585,145.7936801,3.99E+46,-67.17200687,21.50788299,70.71635077
342,-91.74876675,4.01E+24,28.46687852,354.5603155,83.31813553,-88.06059889,8.77E+49,16.31397379,-37.55884873,-51.56821204
343,-62.82556352,-1.26E+25,-12.20630129,38.03895843,-7.759789219,49.55353907,-4.42E+48,-38.60937915,-110.9704746,56.70018697
344,-71.53708096,8.74E+23,-69.97973206,62.19631187,101.136271,114.2982672,2.41E+46,-1.047106007,46.94073859,-6.395908719
345,-157.136017,5.05E+24,-53.81990202,-173.460762,-84.55691264,-44.77338249,2.04E+53,40.66983037,7.661866795,61.76414833
346,-99.99911815,-6.38E+26,14.94145635,-60.45478674,60.73428458,111.8964909,-2.04E+47,-27.61509146,-11.66865496,-50.17107139
347,-210.0243764,1.20E+24,-46.76247401,-35.58225029,7.29433333,73.12619905,3.05E+48,-39.2886795,-1.34307477,56.49531819
348,73.72405664,-1.83E+23,-98.33967143,33.66554621,172.9912193,-76.66024924,9.90E+49,-4.798014571,13.5045101,-155.5901685
349,-176.3502401,8.84E+26,-8.23612148,-81.5088889,-30.59691032,-87.12687691,-1.46E+50,-65.07535728,28.99581461,23.11976862
350,73.59264205,6.04E+24,-71.83056139,-33.45516905,22.9467154,-102.1312993,1.18E+52,-7.263509658,19.05424594,-31.39333064
351,-107.0503443,-1.07E+25,-37.87883628,17.0625447,28.66931183,-101.4879822,-4.55E+45,-26.57063929,-45.08155764,-34.50273933
352,-49.54340356,-8.85E+26,-84.18491316,209.560503,64.45450928,-267.0690299,5.37E+51,18.73866231,28.62353152,31.43799871
353,-453.2411548,2.72E+25,18.54551149,220.2328996,-59.95132859,29.49655357,-8.55E+48,-56.44334047,-24.25259214,28.79764269
354,83.8409692,-5.68E+23,-8.645599806,-183.9034766,-45.03545575,52.40371762,-2.37E+48,-18.57889478,-38.11749119,-14.38119328
355,-171.0304201,-2.95E+25,-61.04441624,129.542456,90.50611213,-68.85646655,-5.92E+47,15.88948694,-50.14750514,-143.4902916
356,19.34720363,9.03E+24,58.39184882,-38.24227194,-43.55075695,32.95651034,-7.90E+49,-0.459135399,58.73551194,4.375593084
357,132.6456676,-7.04E+25,-8.321213749,102.6147123,61.39625434,-2.968518879,-1.49E+45,8.754080154,18.00313131,15.24898412
358,87.67102633,-1.41E+26,-56.0330219,44.84081445,110.8595204,-39.9857934,-1.38E+50,-32.17166705,-20.59841945,-56.48156809
359,-33.27584838,2.13E+23,-51.31463329,-10.73349206,21.37444904,66.00327972,-5.70E+50,38.30325706,-81.01378611,-12.54585955
360,-155.1945373,-2.33E+25,50.19324368,696.1840504,15.04470566,49.73750642,1.01E+48,34.12823929,-44.31473799,96.22429158
361,-81.9743982,1.47E+26,-53.55951278,321.419541,-30.20590975,33.98537702,1.05E+50,11.5908482,-138.2366916,-21.74813526
362,-119.6668353,9.77E+25,-44.21193124,-8.899554189,-124.3459448,126.0383606,4.29E+48,4.894896116,-21.8249249,79.28896311
363,7.043749918,-1.90E+24,60.89653361,151.6412551,181.7946023,80.73614306,-2.54E+53,-12.95362804,-35.19328328,-100.9516961
364,77.90804389,5.54E+26,25.74407326,639.5055288,-14.58135793,-111.8815719,-3.33E+52,-0.385897499,-29.22482673,-1.943035037
365,-196.0867161,3.60E+27,-35.3251607,7.937794569,23.64911122,51.7205607,-7.98E+49,24.44779596,-28.7725291,-36.9478629
366,-1.290388371,-6.38E+24,-53.67207825,-197.245946,-11.91609633,-17.05765976,8.88E+48,12.12786184,41.10363412,37.24903328
367,-61.83305798,-1.06E+26,-34.81353859,-573.9371351,-53.0908815,-43.10318897,3.66E+49,17.67948262,51.94113695,-139.1475434
368,-86.99308836,3.35E+25,-27.88715627,361.5058962,-28.88043518,7.955291256,2.04E+53,64.68445775,8.988809599,48.09638759
369,5.828529875,9.89E+24,-56.65380833,683.2800336,-81.07738014,-16.29010344,1.44E+50,-57.87176202,102.7780494,44.50616292
370,38.27325744,-3.56E+26,-14.47437108,-8.401267859,-71.36903208,-145.5987308,1.62E+49,-60.22716186,10.47891771,5.096795938
371,-224.2187069,4.71E+24,-199.4229037,-26.82578065,-50.55372974,77.98947993,-1.15E+49,-8.233423336,45.86023024,9.374060771
372,-3.479065141,1.91E+25,-57.65213976,58.52893663,-161.4425918,86.46468142,-1.86E+47,18.93768331,40.094714,64.01594842
373,310.3840306,6.07E+27,-4.137228623,-60.29159625,-96.11891894,104.2370326,5.40E+49,67.31737461,16.89673517,-75.67090549
374,67.50258174,8.66E+23,102.1090426,215.5284836,118.0877686,130.551194,-1.35E+51,-39.67530122,-251.5022655,39.53445852
375,-61.1458288,-6.03E+21,-48.10492255,392.0484179,47.23168146,7.99900406,-2.30E+49,-37.24782906,-58.48795058,34.52708526
376,188.1978577,2.43E+28,76.95096396,-220.3652244,-15.89017432,56.99675738,-2.25E+48,-61.89631191,-78.72101479,10.44578342
377,-182.1995387,-1.24E+25,3.962210127,36.32133888,116.3530631,-133.3815276,-1.20E+53,-53.40296449,21.00427709,-64.01567656
378,28.74072771,-9.35E+25,-42.92723809,-201.7196745,62.72803805,-7.657573333,-1.42E+53,52.13080339,45.40333285,-12.20288432
379,64.59965429,-1.56E+26,23.94479629,26.0785348,23.54174947,75.11026981,-9.85E+51,18.2131045,-12.12189779,-52.47587063
380,72.28831015,8.45E+25,33.42748869,94.20279512,-18.00076106,137.797771,5.15E+45,-38.11448591,-71.70121821,-62.98831648
381,-161.3348622,5.33E+25,-1.885497157,-2.720615653,-96.54359462,-70.48486393,-2.64E+49,-22.37075731,-51.93710098,-16.954411
382,150.7660857,-5.73E+27,31.29879872,-31.47855279,-29.5483185,-44.30530774,1.40E+52,30.09993503,10.46316129,-80.15539413
383,-20.27218473,-1.18E+25,310.1079662,-50.40252171,-115.0233663,-8.779990232,5.59E+52,-109.3031443,-28.14961589,-48.3190472
384,274.1059148,-4.75E+25,-56.49610986,247.1219948,145.5992686,-101.6393434,-5.75E+46,6.461433647,12.81854245,-32.75331517
385,311.0920232,1.05E+27,61.81149377,57.58051838,-17.42788731,23.63954906,1.75E+50,-106.0527905,-19.89023753,-53.73069576
386,-26.82167413,-1.13E+24,37.19306376,-152.0879695,143.0826145,86.69878485,-1.12E+49,-17.68604534,-7.759991971,31.19177237
387,-207.4300135,1.15E+24,-105.1559532,-167.6367226,35.98612167,-14.65774216,2.13E+49,48.37995171,42.00520935,-50.13445789
388,-70.59818914,-1.52E+22,-37.38031427,277.8462758,-78.2962655,-19.78584711,2.00E+50,35.69727501,7.755026646,-16.39757568
389,20.35231031,-2.21E+28,-58.62819091,-89.87787289,-62.57237196,112.8731026,8.23E+52,-0.448173735,-42.12627643,-0.947224013
390,100.2818715,1.54E+25,15.83003455,-29.40988036,-93.63314877,-11.52730758,4.71E+48,14.14442445,21.48133071,-78.23360424
391,-101.9391885,-7.86E+26,91.27167351,16.13493624,60.75594899,-117.8057823,9.06E+52,1.256820134,5.473414629,65.50081337
392,-140.4090177,-2.99E+26,-12.33184251,271.0991502,-81.49149935,-24.94554441,-1.09E+54,25.23353345,-5.834687951,24.69535184
393,46.02834741,1.51E+26,84.22113713,85.86590467,6.515680408,-121.7655978,1.49E+53,-27.50880825,8.694920216,-28.14973574
394,311.0487822,-4.41E+26,-73.16799342,-158.6045261,17.54876669,117.2959991,-8.73E+50,23.02420614,8.531218215,150.6671358
395,72.12718299,8.20E+26,-61.50985163,-593.7230136,39.16353002,-17.16749455,-1.28E+50,-31.43478124,-48.78455082,-10.22257978
396,-229.1567342,6.77E+25,-14.46789532,-202.3125119,-24.85175928,27.59361439,2.18E+50,-24.45500945,13.20499849,56.34492279
397,-129.0495756,-1.03E+26,-12.61591835,103.1120013,-4.642654553,65.36573536,1.55E+47,-9.033207681,1.670175905,-31.68148197
398,-368.1901784,2.41E+24,53.89032397,8.283380618,-57.90334846,-12.46310066,2.93E+52,37.18274859,76.06767048,-108.638196
399,381.35257,-1.03E+24,-14.10662142,-343.707777,-40.46350471,-23.90939533,3.14E+53,-27.06317545,87.83506764,-43.24122627
400,136.456735,1.69E+26,22.346777,3.448866774,-19.50270433,42.95924107,-2.59E+48,16.39745266,-36.94164246,31.008506
